,track_id,track_name,artist_name,album_name,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6589,5K9YDbmlH8xnVbiv127UrO,Flute,"New World Sound, Thomas Newson",Flute,2014-03-07,288000,0,0.62,0.953,1,-5.304,1,0.0475,0.00016,0.304,0.033,0.124,128.02
6590,38JE3O2HocFNvtljgtlNKv,Antidote - Radio Edit,"Swedish House Mafia, Knife Party",Antidote,2011-12-16,177249,47,0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03
6591,4VnipGeAGGEwtKlrHzGC0x,Cannonball (Earthquake) - Radio Mix,"Showtek, Justin Prime, Matthew Koma",Cannonball (Earthquake),2014-01-01,186015,0,0.645,0.937,5,-3.467,0,0.0534,0.0259,0.155,0.101,0.698,127.968
6592,60wj9bj3AXA31VO11RVLxZ,Cannonball,"Showtek, Justin Prime",Stereosonic Festival Anthems 2013,2013-11-21,348548,0,0.669,0.912,1,-5.312,1,0.0725,0.00238,0.749,0.046,0.479,128.007
6593,65XY6Cx0263J5BPnY8mPyE,Narcissistic Cannibal (feat. Skrillex & Kill the Noise),"Korn, Skrillex, Kill The Noise",The Path of Totality (Special Edition),2011-11-30,190706,56,0.519,0.892,11,-5.285,0,0.113,0.000456,0.000525,0.572,0.559,174.027
6594,3KfmmDWaNzBB33BXwvjS4N,Cinema (Feat. Gary Go) - Skrillex Remix,"Benny Benassi, Skrillex",Cinema (feat. Gary Go),2011-05-20,307853,39,0.637,0.985,6,-3.809,0,0.184,0.00988,0.00857,0.0649,0.374,145.111
6595,2XqDuM7olyh59PwGkaDfBQ,Ba*Bing,Havana Brown,Ba*Bing,2015-11-06,220838,25,0.585,0.854,9,-6.322,1,0.0557,0.000134,0.652,0.0736,0.818,125.029
6596,6qpaTfe6rCl55xEPT4F7Hp,Power Glove,Knife Party,Haunted House,2013-05-06,261244,44,0.674,0.953,1,-2.895,1,0.0835,0.000105,0.151,0.498,0.38,127.977
6597,0u2AIKDVafHwCFQ9LDnqxH,Centipede,Knife Party,Rage Valley,2012,246770,49,0.507,0.951,1,-3.71,1,0.0654,0.000203,0.478,0.417,0.0628,140.077
6598,0VffaI2jwQknRrxpECYHsF,Greyhound,Swedish House Mafia,Until Now,2012-01-01,410096,59,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976
6599,3ePpNbJqdKdoXpGRBLIkrf,Firestarter,KDrew,"Free, Vol. 4",2012-02-01,246360,23,0.513,0.829,0,-4.769,1,0.0374,0.000216,0.00192,0.241,0.505,104.902
6600,7sUrtg1AYRyrDECLqq6no9,Dollar Signs (feat. Tinashe),"Calvin Harris, Tinashe",Motion,2014-10-31,236066,37,0.755,0.897,6,-2.269,0,0.0329,0.367,0.00215,0.358,0.729,128.0
6603,2ErgWFxm5VHPWE2EAwr7GK,Area51,"Hardwell, DallasK",United We Are,2015-01-23,180000,0,0.634,0.862,6,-4.764,0,0.0977,7.23e-05,0.00549,0.155,0.493,128.149
6604,0CbyxDDpRdfTE0C9CuZZ0J,Commander (feat. David Guetta) - Radio Edit,"Kelly Rowland, David Guetta",One More Love,2010-11-22,221840,31,0.371,0.889,11,-2.576,0,0.114,0.0306,1.34e-05,0.272,0.521,124.888
6605,3m8OmrkszV4BE2T3RSZl5k,All My Love (feat. Ariana Grande & Machel Montano) - Remix,"Major Lazer, Ariana Grande, Machel Montano",Peace Is the Mission,2015-06-01,229750,0,0.435,0.891,2,-3.907,0,0.178,0.0399,0.0,0.187,0.437,115.166
6606,0tPyYZHVsX5ZmIrVPqJNWk,Tom's Diner (feat. Britney Spears),"Giorgio Moroder, Britney Spears",Tom's Diner (feat. Britney Spears),2015-10-09,212426,19,0.717,0.682,6,-3.816,0,0.0321,0.0162,0.00179,0.0835,0.4,100.047
6607,5AdlQGOi9hKyr0CsBtIat1,Kill The Noise (Part I) - Original Mix,Kill The Noise,Kill Kill Kill EP,2011-11-22,470000,25,0.446,0.824,8,-6.761,0,0.0535,0.00798,0.00252,0.0679,0.0456,139.92
6609,0S4o2QVTSahKVMY0bnvHhQ,Legends (feat. Kalibwoy),"Yellow Claw, Cesqeaux, Kalibwoy",Legends EP,2014-10-14,227200,0,0.647,0.856,11,-3.805,0,0.0558,0.0225,0.0167,0.0816,0.684,75.0
6610,239J3NS8iAo8W1RCHyW92n,Immortal (We Live Forever),"DVBBS, Tony Junior",Immortal (We Live Forever),2014-03-31,302741,29,0.329,0.97,2,-3.739,1,0.151,5.18e-05,0.478,0.0648,0.522,194.968
6611,2Q0av9sA18bHI64PxTdL6p,Replay - Jump Smokers Remix,Zendaya,Replay Remixes,2013-01-01,288933,21,0.805,0.729,6,-3.955,0,0.117,0.00644,5.92e-06,0.656,0.87,130.021
6612,12i3cKDbbQB8f9o279iVVQ,Tsunami (Jump) [feat. Tinie Tempah],"DVBBS, Borgeous, Tinie Tempah",Tsunami (Jump) [feat. Tinie Tempah],2014-03-09,159492,41,0.699,0.982,11,-1.115,0,0.142,0.0421,0.000332,0.0854,0.389,127.966
6614,4rYLpaNFzt6pkQnrCvVHUw,G.U.Y.,Lady Gaga,ARTPOP,2013-11-11,232666,63,0.616,0.919,5,-3.468,0,0.0401,0.0141,0.0,0.117,0.572,110.013
6615,4aBDS6611oBs5LBiVMuQmh,Young And Beautiful [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix Radio Edit,"Lana Del Rey, Cedric Gervais, Carlos Cid",Young And Beautiful [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix Radio Edit),2013-01-01,227114,41,0.551,0.874,11,-4.559,0,0.0496,0.0427,0.00129,0.396,0.421,125.985
6616,3BnBKNItMng824sLx0pUfy,A LIGHT THAT NEVER COMES,"Linkin Park, Steve Aoki",RECHARGED,2013-10-25,229439,59,0.687,0.871,0,-5.531,1,0.0689,0.00225,0.00708,0.134,0.539,115.0
6617,5x8TfO9Z7mctAgfjNLKo1o,Dying (feat. Ultraviolet Sound & Emily Hudson),"Kill The Noise, Ultraviolet Sound, Emily Hudson",Kill Kill Kill EP,2011-11-22,281142,20,0.614,0.544,10,-7.063,0,0.0351,0.00422,0.19,0.0855,0.225,140.109
6619,1AEzk0rMy8wjFHjNZuYkmy,Helicopter - Video Edit,"Martin Garrix, Firebeatz",Helicopter,2014-03-10,206449,24,0.584,0.96,7,-4.492,0,0.0379,0.0104,0.516,0.175,0.165,128.003
6621,5lGvoadO0urY0Ew8kYUc05,Pound The Alarm,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,205640,41,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055
6625,5i7fZq3chLyCHo3VeB6goD,First of the Year (Equinox),Skrillex,More Monsters and Sprites EP,2011-06-07,261517,62,0.429,0.948,5,-3.657,0,0.227,0.00711,0.0148,0.0812,0.55,115.785
6626,5sdESOsZfcSPiY0tRPI5zS,Guilt - Radio Edit,NERO,Guilt,2011-01-01,176571,17,0.221,0.852,5,-3.784,0,0.0586,0.00176,0.0,0.0782,0.175,136.43
6627,1GPVsNek0U5PegVpW0rxcy,Reptile's Theme,Skrillex,Mortal Kombat (Songs Inspired by the Warriors),2011-04-05,236520,50,0.598,0.884,4,-5.017,0,0.203,0.000479,0.118,0.22,0.466,109.924
6629,60c0wfBSz7erCZy6S8a8De,Unison - Knife Party Remix,"Porter Robinson, Knife Party",Spitfire EP,2011,298401,37,0.613,0.836,10,-6.067,1,0.0619,0.000211,0.833,0.0338,0.165,109.946
6630,3kJRBUfW9qhYkWnlIBFAMw,Bang My Head (feat. Sia),"David Guetta, Sia",Listen,2014-11-10,233266,44,0.521,0.763,9,-3.691,0,0.0602,0.241,0.0,0.662,0.416,123.926
6631,44NAdvJqX0JrHsWx4sy0dl,Bring It Back - Original Mix,"Marcel Woods, Vanbot",Bring It Back,2013-06-07,295694,0,0.61,0.914,2,-4.371,0,0.047,0.00507,0.0383,0.0719,0.187,127.01
6632,7pvQVnD5GOX6FBbVfjo3Cw,Hey Hey Hey [Pop Another Bottle] - feat. Swift K.I.D & Dev,"Laurent Wery, Swift K.I.D., Dev",Hey Hey Hey (Pop Another Bottle) [feat. Swift K.I.D & Dev],2011-12-16,183750,11,0.761,0.838,5,-4.652,0,0.162,0.0713,0.0,0.926,0.962,128.011
6633,4YkOj3HYQ0sD85UL2Pq754,Pikachu,"Oliver Heldens, Mr. Belt & Wezol",Pikachu,2014-11-17,237731,13,0.712,0.875,1,-4.999,1,0.0486,0.00227,0.932,0.464,0.652,124.98
6634,45j5Qj9Zv329jaT4qO22MQ,Arcadia - Radio Edit,"Hardwell, Joey Dale, Luciana",Arcadia,2014-08-08,193593,0,0.608,0.888,6,-3.192,0,0.0351,0.0028,3.46e-06,0.153,0.251,127.938
6635,6So96i2czMaABVTpeClGc0,Moscow,W&W,Moscow,2012-08-06,155538,26,0.583,0.65,2,-6.202,0,0.0346,0.00398,0.0361,0.111,0.144,129.987
6636,4zyNZYqYDblfSOvuGRVSD5,Bring It Back - Radio Edit,"Will Sparks, Joel Fletcher",Bring It Back,2013-01-01,168750,18,0.718,0.948,6,-3.945,0,0.0472,0.00351,0.733,0.0941,0.325,127.997
6637,41F7HPOpqYHgTaCLF3f3w9,Dirty Picture,"Taio Cruz, Kesha",Dirty Picture,2010-01-01,220960,21,0.707,0.701,1,-5.798,1,0.0531,0.0333,0.0,0.082,0.493,119.957
6638,6Rpz0SNYdbGpBQ6ZUEB3AD,Don't You Want Me 2015 - Dimitri Vegas & Like Mike Remix,"Felix, Dimitri Vegas & Like Mike",Don't You Want Me 2015 (Dimitri Vegas & Like Mike Remix),2015-03-30,226202,31,0.59,0.916,2,-5.109,1,0.0725,0.00218,0.93,0.116,0.0749,128.084
6639,5f6igUw1asUL4AGXSvgTW8,Levels - Skrillex Remix,"Avicii, Skrillex",Levels (Remixes),2011-12-16,281146,54,0.615,0.91,5,-2.825,0,0.0762,0.00761,0.0067,0.16,0.346,140.0
6642,4DICdyP6H1q4BpLYCqa1Bk,Toca,"Carnage, Timmy Trumpet, KSHMR",Papi Gordo,2015-10-30,223000,1,0.855,0.464,2,-5.458,1,0.162,0.00582,0.817,0.0446,0.185,127.998
6643,1KiWN1bwgN14bzjTKSO3T2,Stampede - Original Mix,"Dimitri Vegas & Like Mike, DVBBS, Borgeous",Stampede,2013-12-02,257062,0,0.647,0.52,4,-3.759,0,0.0532,0.00134,0.898,0.0612,0.158,128.022
6644,0HSLQNyOkBZupUBurCHZdC,Stache,Zedd,Clarity,2012-01-01,244573,29,0.572,0.921,7,-4.219,0,0.12,0.00122,0.564,0.315,0.371,127.976
6645,4iH3NUvtZan52BCUxb7GEC,Rattle (Get Up) (Vocal Extended),"Bingo Players, Far East Movement",Rattle (Get Up),2013-01-21,301926,2,0.785,0.964,7,-3.783,1,0.0634,0.00378,0.00232,0.346,0.495,128.001
6646,7pnKYWjDTvnFr2YkvtP5ye,Shave It - Kaskade Remix,"Zedd, Kaskade",The Aftershave EP,2011,333240,14,0.739,0.686,5,-4.308,0,0.0417,1.7e-05,0.897,0.177,0.132,128.009
6647,1u1Ps262k227FPAm5BVUjd,Kill EVERYBODY,Skrillex,Scary Monsters and Nice Sprites (Deluxe Tour Edition),2010-12-21,297986,47,0.788,0.874,0,-3.336,1,0.0805,0.00219,0.00231,0.0998,0.629,126.988
6648,5EAjCshmGUYJ5Iqcz4H1jU,We'll Be Coming Back (feat. Example) - Killsonik Remix,"Calvin Harris, Example, KillSonik",We'll Be Coming Back (feat. Example),2012-07-27,332866,24,0.459,0.819,11,-4.038,0,0.0518,0.00354,2.15e-05,0.108,0.181,139.955
6649,4RYvz692bYUEEyMythKdFE,LOST IN THE ECHO - KillSonik Remix,"Linkin Park, KillSonik",RECHARGED,2013-10-25,309040,33,0.456,0.839,9,-4.615,0,0.0555,0.0345,0.00189,0.11,0.0584,139.655
6650,2KkNVDyul9jLEOmkgMF6Xz,Toulouse - Radio Mix,Nicky Romero,Toulouse,2012-03-02,185624,18,0.746,0.944,5,-2.959,0,0.0951,0.113,0.354,0.343,0.553,127.977
6651,75T1xBaarYAqYdNtFZxUaZ,Unison,Porter Robinson,Spitfire EP,2011,349797,29,0.783,0.453,6,-7.849,0,0.0648,0.00131,0.893,0.104,0.556,128.003
6652,3fibIzbkYbvTmdoD5u2nPm,Aura,Lady Gaga,ARTPOP,2013-11-11,235733,50,0.709,0.823,1,-4.91,1,0.0626,0.0251,3.3e-06,0.173,0.372,129.964
6653,3FE6Xwjn3z8W3wlhIgpFUD,Apollo (feat. Amba Shepherd) - Radio Edit,"Hardwell, Amba Shepherd",Apollo (feat. Amba Shepherd),2013-04-29,209773,0,0.558,0.734,6,-6.133,0,0.0677,0.0159,0.0162,0.615,0.273,128.046
6654,0cDTCma0cfyXGhOdjD5rnj,The Alphabeat,David Guetta,Nothing but the Beat (Ultimate Edition),2012-12-07,269040,38,0.376,0.809,5,-3.905,1,0.168,0.0339,0.0965,0.688,0.147,121.887
6655,4FuEoKQDyQcwQwyR0IjCqe,Fired Up (feat. The Kemist),"LNY TNZ, Ruthless, The Kemist",Fired Up (feat. The Kemist),2015-02-16,178400,30,0.485,0.805,10,-3.283,0,0.0486,0.106,0.000135,0.277,0.314,150.062
6656,55VzNhbcf0Gxf6qRCUAV01,Little Bad Girl (feat. Taio Cruz & Ludacris),"David Guetta, Ludacris, Taio Cruz",Nothing but the Beat (Ultimate Edition),2012-12-07,192275,56,0.668,0.829,11,-2.748,0,0.0334,0.00572,0.0,0.358,0.648,127.0
6657,3yNxWlrB3wfKUhtULhRS9a,Stars Come Out - Dillon Francis Remix,Zedd,Stars Come Out (Dillon Francis Remix),2012,248571,0,0.698,0.83,5,-4.479,0,0.111,0.000958,0.000512,0.59,0.479,112.026
6658,4mtCNSfEwcwvm9iLG1bADY,Shave It Up,Zedd,Clarity,2012-01-01,190853,31,0.539,0.965,5,-4.213,0,0.0379,0.000176,0.83,0.334,0.293,129.942
6659,6iBzUjscIAeQ2vKV67UuZM,EDM Death Machine,Knife Party,Haunted House,2013-05-06,263087,36,0.661,0.95,9,-3.417,1,0.131,0.000802,0.452,0.116,0.301,128.03
6660,47OpZJk5benFnLns6uRr9X,Crunk,Showtek,Crunk / Slowdown EP,2013-01-01,300548,0,0.735,0.815,11,-4.369,0,0.119,0.000245,0.0513,0.087,0.458,127.981
6661,0Bi1Fo9QDd5HYB20dBETIp,Unicorn Zombie Apocalypse,"Borgore, Sikdope",Unicorn Zombie Apocalypse,2014-04-28,277500,0,0.678,0.885,1,-2.946,1,0.0659,0.00425,0.86,0.052,0.186,128.036
6662,2C8YrzMqdi6HgijBREcFAk,Doomsday,NERO,Welcome Reality,2011-01-01,251653,41,0.326,0.845,1,-4.696,1,0.161,0.000239,0.00781,0.292,0.133,120.14
6665,0ovkF7guujkfu2yRLnUS0b,Ain't a Party (feat. Harrison) - Radio Edit,"David Guetta, GLOWINTHEDARK, Harrison",Ain't a Party (feat. Harrison) [Radio Edit],2013-07-08,194500,36,0.589,0.971,5,-3.666,0,0.103,0.0785,7.66e-05,0.248,0.708,128.015
6666,25EgA1A1OZBRw25Mjyw08g,Get Up! (feat. Skrillex),"Korn, Skrillex",The Path of Totality (Special Edition),2011-11-30,222640,53,0.508,0.894,1,-4.664,1,0.0779,0.000199,0.00135,0.476,0.248,139.944
6668,4mw8LoRMvjE2SqElwT6fee,Destroy Them With Lazers,Knife Party,100% No Modern Talking,2012-08-01,296014,36,0.569,0.998,10,-4.154,0,0.0595,5.37e-05,0.921,0.217,0.196,127.991
6670,7q58YhVT1N8s5PqhksDevv,Memories (feat. Sirah) - Radio Edit,"KSHMR, Bassjackers, Sirah",Memories (feat. Sirah),2015-09-11,185639,30,0.519,0.731,8,-5.01,0,0.0505,0.0366,1.28e-05,0.784,0.312,128.067
6671,4IBihEaN04iwfX5I9sGFj9,Jump,Rihanna,Unapologetic (Deluxe),2012-12-11,264453,46,0.629,0.819,0,-6.181,1,0.254,0.227,0.00733,0.169,0.47,162.048
6672,7Fyj4oqUhilq2WCNf5J1SB,Last Night (feat. Snoop Dogg & Bobby Anthony) - Edit,"Ian Carey, Bobby Anthony, Snoop Dogg",Last Night (feat. Snoop Dogg & Bobby Anthony) [Edit],2011-03-03,189375,27,0.737,0.973,9,-5.013,1,0.0708,0.0863,0.0,0.185,0.888,127.996
6673,4ce29VAx1D8f3HULOHHA3K,LRAD,Knife Party,Haunted House,2013-05-06,315140,42,0.755,0.889,5,-2.587,0,0.0627,0.00188,0.863,0.047,0.186,127.999
6674,5OT0nDxyffxPK991r46P3b,Flute (Uberjak'd Remix),"New World Sound, Thomas Newson","Wild Nights 2014 (Mixed by Dyro, Dannic, Kronic & Krunk!)",2014-03-07,286987,4,0.506,0.912,5,-3.946,0,0.283,0.00799,4.18e-05,0.294,0.31,128.137
6675,1dvvM2Hk43hGKEAO8CW1nq,Dovregubben,Zedd,Dovregubben,2011-06-14,300000,0,0.898,0.788,7,-3.701,1,0.148,0.000406,0.523,0.0376,0.176,128.023
6676,7AdnWst2HJjNHPx60D6rl7,Autonomy,Zedd,ZEDD - Autonomy,2011-03-28,391834,13,0.88,0.779,11,-4.364,0,0.332,0.00045,0.728,0.278,0.59,128.011
6678,58FbltxPQWgokYBPsXz6Qs,Higher Place - Radio Edit,"Dimitri Vegas & Like Mike, Dimitri Vegas, Like Mike, Ne-Yo",Higher Place (Bassjackers Remix),2015-07-06,174010,0,0.718,0.612,7,-6.252,1,0.0711,0.246,4.33e-05,0.151,0.561,124.952
6679,0kLr0nVX2l43OlZSp4Jl9t,Wizard - Radio Edit,"Martin Garrix, Jay Hardway",Wizard,2013-12-16,202411,29,0.565,0.916,7,-4.715,0,0.052,0.00439,0.488,0.616,0.0795,127.844
6680,2yjFJnhn1PELoinffD89tj,The Death of EDM (feat. Beardyman),"David Guetta, Showtek, Beardyman",Listen Again,2015-11-27,294579,33,0.711,0.906,11,-3.205,1,0.116,0.0865,0.0241,0.0967,0.0392,108.992
6681,1JBlWcwiTsQifo3FIzqLeh,Be Right There,"Diplo, Sleepy Tom",Be Right There,2015-10-09,237051,47,0.695,0.796,7,-5.199,1,0.0548,0.00251,0.117,0.664,0.297,124.986
6682,5DdDbJvoaT8fqQMJkiGg4T,Take Over Control (feat. Eva Simons) - Radio Edit,"AFROJACK, Eva Simons",Take Over Control (feat. Eva Simons) [Radio Edit],2010-08-12,208620,53,0.716,0.807,0,-3.621,0,0.108,0.222,0.0,0.0935,0.61,130.004
6683,4OgmLJAMPDrT3Tc52iaw7Q,Higher Place - Bassjackers Remix,"Dimitri Vegas & Like Mike, Ne-Yo, Bassjackers",Higher Place (Remixes),2015-08-28,288764,7,0.677,0.696,4,-3.513,0,0.173,0.00435,0.233,0.402,0.2,128.0
6684,1SmvhJ7EikBSW1T8ahJqnu,Burn - Radio Edit,"KSHMR, DallasK",Burn,2014-10-06,174375,22,0.679,0.953,5,-4.964,0,0.102,0.000372,0.91,0.37,0.0659,127.987
6686,5XzomQPAZaX93f3f5yqfD0,Fuels the Comedy (feat. Kill the Noise),"Korn, Kill The Noise",The Path of Totality (Special Edition),2011-11-30,169240,32,0.583,0.952,1,-3.712,1,0.0945,0.00085,0.00443,0.0729,0.902,150.045
6688,3I1IXoKkLtoo4m1b89TKyy,Swing - Joel Fletcher Remix,"Joel Fletcher, Savage",Swing (Joel Fletcher Remix),2013-01-01,180000,42,0.922,0.811,11,-5.698,0,0.235,0.0133,0.00518,0.0512,0.792,128.035
6689,1Pz7MQNCbEtK1ucN4vvZ64,Spitfire - Kill The Noise Remix,"Porter Robinson, Kill The Noise",Spitfire EP,2011,251288,34,0.495,0.901,4,-4.904,0,0.0407,0.000174,0.926,0.369,0.317,172.143
6690,7qMKinofvCWID9VRi1KYjc,Can't Stop - Original Mix,"MOGUAI, Niles Mason",Can't Stop,2013-10-28,358376,0,0.67,0.837,7,-5.142,1,0.043,0.000357,0.276,0.32,0.0375,127.989
6691,1NvboLd8urDUb6tjaDJVaU,Bring The Bass,Justin Prime,Bring The Bass,2013-03-08,221484,1,0.628,0.933,7,-3.319,1,0.27,0.000859,0.294,0.446,0.137,127.934
6692,7en7v2IX9zjhuvW2jgJqkh,Amnesia (feat. Timbaland & Brasco) - Extended Mix,"Ian Carey, Rosette, Timbaland, Brasco",Amnesia (feat. Timbaland & Brasco),2012-01-23,273750,18,0.835,0.564,3,-5.095,0,0.0795,0.00285,0.00314,0.103,0.773,127.99
6693,2cun5UwgipBfm97fY8KDA0,Chaos Lives in Everything (feat. Skrillex),"Korn, Skrillex",The Path of Totality (Special Edition),2011-11-30,227360,34,0.568,0.932,7,-5.001,0,0.105,0.000336,0.0,0.087,0.393,140.057
6694,61swPXzbqn8v9YEBiBjPXx,Judas,Lady Gaga,Judas,2011-01-01,250053,0,0.685,0.898,10,-3.544,0,0.0604,0.000835,0.000856,0.317,0.499,131.008
6696,4N5iFTOUWrqvCJj5T3xere,Full Grizzly,"Going Quantum, Stephen Walking",Monstercat 003 - Momentum,2011-10-04,212649,20,0.554,0.801,11,-5.754,1,0.0324,0.000717,0.781,0.31,0.323,140.01
6697,5xhlXPI81zTycdILy3e038,Tremor - Sensation 2014 Anthem; Radio Edit,"Dimitri Vegas, Martin Garrix, Dimitri Vegas & Like Mike",Tremor (Sensation 2014 Anthem; Radio Edit),2014-05-05,193139,36,0.615,0.919,11,-4.999,1,0.0367,0.00201,0.687,0.196,0.225,127.991
6698,6w2A10HCO5nhBCaNLk4aS2,Trumpsta (feat. Treyy G) - Djuro Remix,"Contiez, Treyy G",Trumpsta (Remixes) (feat. Treyy G),2013-05-13,258519,42,0.973,0.589,1,-7.014,1,0.236,0.00208,0.319,0.276,0.201,128.006
6699,298gs9ATwr2rD9tGYJKlQR,Dance Our Tears Away (feat. Kristin Amparo) - Radio Edit,"John De Sohn, Kristin Amparo",Dance Our Tears Away,2012-12-07,180200,0,0.5,0.873,5,-4.449,0,0.0393,0.000182,0.00175,0.203,0.342,127.912
6701,5JT1sFcwSOapSnLJ1QGTRb,Don't Stop The Madness,"Hardwell, W&W, Fatman Scoop",United We Are,2015-01-23,225230,0,0.686,0.903,7,-4.604,1,0.171,0.000788,0.00247,0.2,0.0391,129.995
6703,4oXVE130aHTMswNmM7RzrT,Be Your Sound,"Cosmic Gate, Emma Hewitt",Wake Your Mind,2011-11-12,251479,18,0.469,0.679,4,-6.453,0,0.0384,0.0171,0.000117,0.269,0.168,132.058
6704,3KT0wY2cGC8kDJMGDLx751,Pressure - Alesso Edit,"Nadia Ali, Starkillers, Alex Kenji",Pressure,2011-07-11,184960,0,0.533,0.856,8,-6.827,1,0.0348,0.000176,0.476,0.109,0.325,128.019
6705,3kwqGZ3ZsLYMwOW9J9opWw,My Party (feat. Rameez) - Radio Version,"DJane HouseKat, Rameez",My Party (feat. Rameez) [Radio Version],2012-02-03,179106,39,0.731,0.786,5,-5.82,0,0.233,0.0142,0.000359,0.788,0.552,128.034
6707,5krNxVnci4xYeV6AJPHXp1,Visions,MaRLo,Visions,2013-11-25,201209,29,0.6,0.939,0,-3.528,1,0.345,0.0102,0.00246,0.224,0.229,133.993
6708,05aaIH9xygtjGKeRpFjT1T,Ultraviolence - Hook N Sling Remix,"Lana Del Rey, Hook N Sling",Ultraviolence (Hook N Sling Remix),2014-09-29,277500,0,0.7,0.837,0,-3.779,1,0.0411,0.000678,0.129,0.693,0.388,127.972
6709,5tGwVrXBhYGUIRQuQ1gvrQ,Ruffneck - Full Flex,Skrillex,More Monsters and Sprites EP,2011-06-07,226285,47,0.646,0.97,5,-1.64,1,0.129,0.000244,0.00483,0.0668,0.325,140.145
6710,45MpoG2B3CEHoZa8OhrAw2,Body Ache,Britney Spears,Britney Jean (Deluxe Version),2013-11-30,205600,32,0.696,0.587,3,-6.992,0,0.059,0.128,2.17e-05,0.106,0.581,128.003
6711,4w9B0Sz0pZIrkjT9qYpre6,Body Talk (feat. Julian Perretta),"Dimitri Vegas & Like Mike, MOGUAI, Julian Perretta",Body Talk (feat. Julian Perretta),2014-09-15,207103,0,0.561,0.922,7,-4.748,1,0.295,0.00263,1.87e-05,0.506,0.634,127.999
6712,41n12dnalEleTIgVhPAadq,The Wave - Original Mix,"VINAI, Harrison",The Wave,2015-08-03,206250,0,0.749,0.99,5,-1.824,1,0.174,0.00137,9.83e-05,0.139,0.0774,128.024
6714,0yZF78PEIHSDvHglEaSNjH,#SELFIE - Instrumental Mix,The Chainsmokers,#SELFIE (Instrumental Mix),2014-01-01,183760,26,0.832,0.915,5,-4.464,1,0.0561,0.00526,0.641,0.0795,0.338,127.999
6716,6TbYnMMWfdUZXQm6tZ6vib,Rock 'n' Roll (Will Take You to the Mountain),Skrillex,Scary Monsters and Nice Sprites (Deluxe Tour Edition),2010-12-21,284130,47,0.713,0.971,0,-1.264,1,0.381,0.00228,2.05e-05,0.242,0.676,128.064
6718,6Qbf5JRjo2w8SRbmf8x77E,Danger Zone,"KDrew, Mr. Nickelz","Free, Vol. 4",2012-02-01,261675,24,0.472,0.912,11,-4.742,1,0.0427,0.000171,0.0134,0.0868,0.271,142.928
6719,61Cx5cbYUgDTA2m4SuKJ37,United Kids of the World (feat. Krewella),"Headhunterz, Krewella",United Kids of the World (feat. Krewella),2013-11-19,256000,33,0.568,0.939,7,-1.943,1,0.0476,0.0345,2.61e-06,0.107,0.299,149.997
6720,7Mx9PSRay23x2p7GH5ZJm5,Ah Yeah So What - Radio Edit,"Will Sparks, Wiley, Elen Levon",Ah Yeah So What,2014-01-01,195000,43,0.678,0.959,0,-3.906,1,0.157,0.0661,0.652,0.18,0.664,127.978
6721,12OSQA3NPtF7nrKxvElScX,My Eyes,NERO,Welcome Reality,2011-01-01,289666,32,0.379,0.955,1,-4.642,1,0.0547,0.000111,0.27,0.202,0.0332,174.042
6722,4PQA5I8Qf99He3SBKtl4Tf,Crank It Up (feat. Akon),"David Guetta, Akon",Nothing but the Beat (Ultimate Edition),2012-12-07,192666,43,0.725,0.879,11,-3.336,0,0.0551,0.0119,3.5e-05,0.367,0.638,128.03
6723,7w7HoOC1UqppLAdYmYVvPw,Slow Down,Showtek,Crunk / Slowdown EP,2013-01-01,402330,6,0.629,0.806,11,-5.745,0,0.0579,0.000442,0.908,0.0312,0.087,129.986
6724,70VfLXHrPC4mtjq2JHqYSE,Legacy - Wildstylez Remix,"Nicky Romero, Krewella, Wildstylez",Legacy (Remixes),2013-11-19,327567,0,0.609,0.925,0,-3.34,0,0.111,0.039,0.00109,0.0468,0.46,147.986
6725,6GvXJZ8EQuUWzthpPFLr6f,Slow Acid,Calvin Harris,Motion,2014-10-31,221786,41,0.664,0.935,8,-4.322,1,0.039,0.545,0.855,0.176,0.131,104.004
6728,3VSwARoclO0UXWWhsPkW2P,Warrior,Havana Brown,Flashing Lights,2013-01-01,226295,33,0.758,0.552,11,-6.63,0,0.0342,0.0439,0.00025,0.315,0.206,140.021
6729,3FrX3mx8qq7SZX2NYbzDoj,Who's That Chick? (feat. Rihanna),"David Guetta, Rihanna",Who's That Chick?,2010-12-06,201040,48,0.675,0.601,11,-4.733,0,0.116,0.00372,0.0,0.0458,0.931,127.938
6730,3Qntjzw2xY1VDb6x808BPi,SLVR,"Steve Angello, Matisse & Sadko",SLVR,2013-08-12,306560,31,0.659,0.619,0,-7.389,1,0.05,0.00458,0.972,0.0897,0.119,128.015
6731,5mrdMVJIxloYPkwI5ZuRCK,Pop Bottles,"Sky Blu, Mark Rosas",Pop Bottles,2013-01-01,194520,19,0.731,0.679,1,-4.658,1,0.0454,0.000939,0.0,0.081,0.404,127.988
